code,product_name,brands,countries_tags,categories_tags,labels_tags,ingredients_text,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,trans-fat_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,serum-proteins_100g,salt_100g,added-salt_100g
8007290334770,Penne rigate con Farina di Quinoa,Granoro,"en:indonesia,en:italy","en:plant-based-foods-and-beverages,en:plant-based-foods,en:specific-products,en:pastas,en:products-for-specific-diets,en:products-without-gluten,en:dry-pastas,en:gluten-free-pasta,en:gluten-free-dry-pasta",en:no-gluten,"farina di mais, farina di riso, farina di quinoa (3%), emulsionanti: mono - e digliceridi degli acidi grassi.",1500,,1.5,0.5,,,,,,,,76.5,2.5,,2,,,7.5,,0.03,
8056515244103,Huile d’olve,,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:fats,en:vegetable-fats,en:olive-tree-products,en:vegetable-oils,en:flavoured-olive-oils",,,3761,,99.9,14.5,,,,,,,,0,0,,,,,0,,0,
8691216090446,Haribo happy cola,HARIBO,"en:indonesia,en:turkey","en:beverages,en:snacks,en:sweet-snacks,en:confectioneries,en:carbonated-drinks,en:sodas,en:candies,en:gummi-candies,en:gummy-cola-bottles,en:gummies",en:halal,"sirup glukosa, gula, gelatin kulit sapi, dekstrosa, asam sitrat, sirup gula karamel, perisa identik alami, minyak nabati, lilin karnauba, malam",1530,,0,0,,,,,,,,83.3,46.7,,3.33,,,6.67,,0,
8697288507059,Kalender Coconut Flavored,Togo,en:indonesia,,,,2210,,27,14,,,,,,,,70,69,,,,,0.9,,0.295,
8710917003026,Dutch Butter,Wisjman,en:indonesia,,,,2930,,80,,,,,,,,,0,,,,,,0,,0.875,
8714700524002,Maizenaku,Maizenaku,en:indonesia,,en:halal,,1510,,0,,,,,,,,,89,,,,,,1,,0,
8718719365014,,Koningsvogel,"en:germany,en:indonesia,en:ireland","en:bumbu-mix,en:nasi-goreng",,"Uien (SULFIET), zonnebloemolie, rode vers gemalen pepers, paprikapoeder, SOJA saus (melasse, water,zout, SOJAbonen, kleurstof 150a, suiker, E270, TARWEmeel, aroma), aroma, knoflookpoeder, peper, conserveermiddel E280, E200, E210",541,,38.1,,,,,,,,,40.5,19.1,,,,,5.8,,,
8719200171466,BLUE BAND CAKE & COOKIE,,en:indonesia,id:bahan-kue,"en:sustainable,en:halal,en:sustainable-palm-oil,en:roundtable-on-sustainable-palm-oil",,0,,0.08,0.04,,,,,,,,0,0,,0,,,0,,0.9,
8720608616480,Instant Earl Grey Milk Tea,Lipton,en:indonesia,,,,868,,3.75,,,,,,,,,42,24.2,,3,,,1.75,,,
8801005200028,WHITE VINEGAR 900ML,Sempio,en:indonesia,,en:haccp,,0,,0,0,,,,,,,0,0,0,,0,,,0,,0.0025,
8801005931465,KIMCHI JJIGAE SAUCE 75G SP 24,Sempio,en:indonesia,,en:no-preservatives,,341,,2.7,0,,,,,,,0,10.8,2.7,,2.7,,,2.7,,6.42,
8801007649238,CORN SYRUP 5KG CJ 3,Cj Foods,en:indonesia,,,,1320,,0,0,,,,,,,,77.7,42.7,,,,,0,,0,
8801045375021,Cut korean vermicili,Korean,en:indonesia,,,,1680,,2,0,,,,,,,,94,90,,,,,2,,0.6,
8801104675338,Strawberry Ice Cream Tub,Melona,en:indonesia,,,,590,,5,3,,,,,,,,22,18,12,1,,,2,,0.1,
8801382146926,Zaiyeonun yogur apple 340ml,,en:indonesia,,,,239,,0.07,0.04,,,,,,,,13.9,11.44,,,,,0.22,,0,
8809170545104,Dried date,Taylor,en:indonesia,,,,1340,,0,0,,,,,,,0,78,58,,6.8,,,2,,0.185,
8809617944941,,Hbaf,en:indonesia,,,,2230,,30,,,,,,,,,46.7,,,,,,16.7,,,
8850086239007,3 in 1,Ovaltine,en:indonesia,,,,1780,,9.09,6.06,,,,,,,,75.8,57.6,,3.03,,,6.06,,0.227,
8850127061604,Nestea Milk Tea Instant Mixed Powder 35G. Pack,Nestea,en:indonesia,,,,1650,,6.06,6.06,,,,,,,,75.8,42.4,,0,,,9.09,,0.455,
8850157405836,Bento Mixed Seafood Snack,,"en:france,en:indonesia",,,,1460,,0,0,,,,,,,,65,5,,,,,20,,0,
8850291100949,Cheezy Pizza Cashew &almond,Tong Garden,en:indonesia,,,,2510,,43.3,,,,,,,,,30,10,,10,,,23.3,,0.958,
8850291108518,Creamy Peanutbutter,Tong Garden,en:indonesia,,,,2636,,49,5,,,,,,,,23,10,,7,,,25,,0.45,
8851019210117,Pocky,Pocky,en:indonesia,,,,1898,,18.2,13.7,,,,,,,,68.1,31.8,,,,,9.5,,0.3975,
8851019210124,Pocky strawberry,"Glico, Pocky, กูลิโกะ, ป๊อกกี้","en:germany,en:indonesia,en:thailand","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:confectioneries,en:biscuits",,45 ge,2188,,23.8,14.8,,,,,,,,66.7,36.5,,0,,,9.5,,0.17,
8851019210223,Pocky,Glico,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",en:halal,"KOMPOSISI: TEPUNG TERIGU, GULA, MINYAK NABATI (MENGANDUNG ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT (3070), SUSU BUBUK, LAKTOSA, LEMAK REROTI (MENGANDUNG ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT (307b))), TEH HIJAU BUBUK (0.9%), PERISA SINTETIK (TEH HIJAU, SUSU, VANILA), GARAM, PENGEMULSI (LESITIN KEDELAI (3221), MONOGLISERIDA (471)), RAGI, PENGEMBANG (NATRIUM HIDROGEN KARBONAT (500ii), PENGATUR KEASAMAN (NATRIUM HIDROKSIDA (524), PERLAKUAN TEPUNG ENZIM PAPAIN (1101i), PEWARNA (BETAKAROTEN (C.I.75130), BIRU BERLIAN FCF (C.I.42090))",2029,,21.212121212121,0,,,,,,,,69.69696969697,30.30303030303,,,,,9.0909090909091,,0.41666675,
8851932439336,Feast Pop,Wall’s,en:indonesia,,,,1370,,21.9,14.1,,5.47,,2.34,,,,29.7,21.9,,,,,3.12,,0.156,
8852008300130,Koala’s March Strawberry,Lotte,"en:indonesia,en:sweden",,,,2260,,29.7,21.6,,,,,,,,62.2,45.9,,,,,2.7,,0.216,
8852756023497,LCMs Unicorn,Kellogg's,"en:australia,en:indonesia",,,,1550,,7.73,3.18,,,,,,,,71.8,32.3,,0.455,,,2.73,,0.773,
8852756303056,Kelloggs Corn Flakes E-1B,"Kellogg's,เคลล็อกส์","en:indonesia,en:thailand","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:corn-flakes",en:halal,"Corn (90%), Sugar, Malt Extract, lodized Salt, Vitamins & Minerals (Vitamin C, Iron (Reduced Iron, Iron Salt), Vitamin B3, Zinc Oxide, Vitamin A, Vitamin B6, Vitamin B12, Vitamin B2, Vitamin B1, Folic Acid), Antioxidant (Mixed Tocopherol). Contains gluten and soybean. May contain traces of peanuts, tree nuts and milk.",1527,,0.8,0.2,,,,,,,,85,9,,2.6,,,7,,1.6675,
8852756304299,Special K,Kellogg's,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes",,"Beras (51%), Gandum (19%), Gula, Tepung Gandum (11%), Kulit Gandum (3%), Pati Gandum (1%), Garam, Ekstrak Malt, Premiks Vitamin dan Mineral (Vitamin (A, B1 (Tiamin), B2 (Riboflavin), B3 (Niasin), B6 (Piridoksin), B9 (Asam Folat), B12 (Sianokobalamin), C (Asam Askorbat))) dan Mineral Zat Besi, Antioksidan Tokoferol.",1598,,2.3,0.5,,,,,,,,79.2,16.9,,,,,8,,0.4,
8852756346053,Corn Flakes,Kellogg's,"en:indonesia,en:malaysia,en:philippines,en:singapore,en:vietnam","en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:flakes,en:cereal-flakes,en:extruded-cereals,en:extruded-flakes,en:corn-flakes",,"Corn (90%), Sugar, Malt Extract, lodized Salt, Vitamins & Minerals (Vitamin C, Iron (Reduced Iron, Iron Salt), Vitamin B3, Zinc Oxide, Vitamin A, Vitamin B6, Vitamin B12, Vitamin B2, Vitamin B1, Folic Acid), Antioxidant (Mixed Tocopherol). Allergen Information: Contains gluten and soy. May contain traces of peanuts, tree nuts and milk.",1612,,1,0.3,,0.2,,0.4,,,0,87,8,,2.6,,,7,,1.15,
8852756707045,Froot Loops,Kellogg's,"en:indonesia,en:philippines",,,"Sereal 66.29% (Mengandung Tepung Jagung 36.95%, Tepung Gandum 21.90%, Tepung Barley 7.44%, Gula, Minyak Goreng Kelapa Sawit, Garam, Pewarna Alami (Ekstrak Cochineal Cl. No.75470, Antosianin, Karamel IV Amonia Sulfit Proses, Kurkumin Cl. No. &5300), Premiks Vitamin dan Mineral (Vitamin (A, B1 (Tiamin), B2 (Riboflavin), B3 (Niasin), B6 (Piridoksin), B9 (Asam Folat), B12 (Sianokobalamin), C (Asam Askorbat)) dan Mineral Zat Besi), Pengatuh Keasaman Asam Sitrat, Antioksidan Tokoferol, Perisa Alami",1632,,2,0.6,,,,,,,,88,33,,,,,5,,1.075,
8852756958720,Granola Mixed Berries,Kellogg’s,en:indonesia,,,,1880,,17.5,,,6.25,,2.5,,,7.5,67.5,17.5,,7.5,,,7.5,,0.406,
8857124252547,Pea Protein Bar - Strawberry,Guyvy,en:indonesia,,"en:vegetarian,en:vegan",,1310,,0,,,,,,,,,7.5,,,,,,71.2,,,
8859280842228,Plant Based Protein,Lifz,en:indonesia,,,,1590,,7,4,,,,,,,,8,,,4,,,74,,,
8881300209575,Sea Salt Lemonade Electrolytes + Phytonutrients + Vitamins,10+,en:indonesia,,"en:vegetarian,en:vegan,en:no-added-sugar",,1240,,0,0,,,,,,,,70.6,22.4,,,,,0,,14.1,
8885013131840,Berry Choco Max,Aice,en:indonesia,,en:halal,,711,,10,7,,,,,,,,18,13,,,,,2,,0.15,
8885016526162,Clover honey,,en:indonesia,"en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys",,,,,,0,,,,,,,,,,,,,,,,,
8886001026025,Astor,Astor,"en:indonesia,en:spain",en:wafer-stick,en:halal,"Sugar, wheat flour, vegetable oil (coconut oil and palm oil ( contains BHA antioxidant)), milk powder (cow), cocoa powder, tapioca flour, cashew nut, maltodextrin, emulsifier (soy lecithin e322), caramel color (e150d), salt, synthetic flavor, raising agent (sodium bicarbonate e500). Allergen information: contains Gluten, Milk, Soy, Cashew Nut.",2010,,20,8,,,,,,,,72,40,,,,,8,,1,
8886008101091,,Danone,en:indonesia,"en:beverages-and-beverages-preparations,en:beverages,en:waters,en:spring-waters,en:mineral-waters,id:air-mineral",,,335,,0,0,,,,,,,,0,0,,20,,,0,,,
8886008101336,Aqua,Danone,en:indonesia,en:sehat-minum-aqua,en:aqua,,0,,0,0,,,,,,,,0,0,,0,,,0,,0,
8886013221203,Twistko Jagung Bakar 70gr,,en:indonesia,,,RH 30,0,,2,15,,,,,,,,7,1,,,,,0,,,
8886013223207,French Freis 2000 62gr,Sianta Top,en:indonesia,"en:french-fries,en:potato",en:halal,RH. 30,188,63,1.5,0.5,,,,,,,,8,0,,0,,,0,,0.125,
8886451002860,Pediasure Vanilla,Pediasure,en:indonesia,"en:baby-foods,en:dried-products,en:baby-milks,en:infant-formulas,en:baby-milks-in-powder",en:halal,"Concentrated Corn Syrup, Sucrose, Vegetable Oil (Soybean Oil, High Oleic Sunflower Oil, MCT Oil), Milk Protein Concentrate (11.3%), Whey Protein Concentrate (2.6%), 15 MINERALS (Sodium Chloride,Iron Sulfate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Chromium Chloride, Sodium Selenite, Sodium Molybdate), Oligofructose, Soy Protein Isolate (2.3%), Synthetic Flavor, 16 VITAMINS (Choline Chloride,Mixed , dl-Alpha Tocopheryl Acetate, d-Calcium Pantothenate, , Pyridoxine HCl, Thiamine HCl, , Vitamin A Palmitate, Folic Acid, Phylloquinone, Biotin, Vitamin D3, Cyanocobalamin), Docosahexaenoic Acid (DHA), Arachidonic Acid (AA), Taurine, M-Inositol, Lactobacillus acidophilus, Bifidobacterium lactis, L-Carnitine.",1930,,17.9,5.13,,,,,,,,64.1,35.9,,0,,,64.1,,0.179,
8886467100017,Pringles,Pringles Salt & Seaweed,"en:hong-kong,en:indonesia,en:thailand","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:salty-snacks-made-from-potato",,RH.30,2180,,28,12,,12,,2,,,,60,0,,4,,,4,,0.5,
8886467100024,Pringles Sour Cream & Onion,Pringlesพริงเกิลส์,"en:france,en:indonesia,en:thailand","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:salty-snacks-made-from-potato,en:snacks-sales,en:tuiles-salees",en:halal,"Kentang kering (45%), minyak sawit olein, tepung jagung, pati gandum, bumbu krim asam dan bawang [garam, whey mengandung susu), penguat rasa (mononatrium L-glutamat, dinatrium 5-imosinat, dinatrium 5'-guanilat), dekstrosa, bubuk bawang (0.4%), maltodekstrin, gula, perisa alami (mengandung susu), bubuk susu, bubuk krim asam (mengandung susu) (0.18%), pengatur keasaman (asam sitrat, asam laktat, asam malat), susu kultur (mengandung susu), ekstrak ragi, antikempal (silikon dioksida), penstabil (trikalsium fosfat)], pengemulsi nabati, maltodekstrin, dan pengatur keasaman asam sitrat.",2155,,27.3,12.1,,,,,,,0.1,61.7,2.3,,3,,,5.6,,2.25552,
8886467100055,Pringles Hot & Spicy,"Pringles,พริงเกิลส์","en:indonesia,en:thailand","en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:fries,en:made",en:halal,"Kentang kering 45%, minyak sawit olein, tepung jagung, _pati gandum_, bumbu pedas (gula, garam, penguat rasa (mononatrium L-glutamat, dinatrium 5'-guanilat, dinatrium 5'-inosinat), maltodekstrin, bawang, bawang putih, rempah-rempah (cabe 0.1%, merica, jahe, kayu manis, adas, adas bintang, cengkeh), ekstrak ragi, pengatur keasaman (asam sitrat, asam laktat), antikempal (silikon dioksida), penstabil (trikalsium fosfat), paprika oleoresin, ekstrak cabe, pemanis buatan aspartam), pengemulsi nabati, maltodekstrin, pengatur keasaman asam sitrat.",2222,,29.6,13,,,,,,,,60.7,2.3,,3.2,,,5.5,,1.34,
8886467105760,Pringgless Cheesy Cheese 42g,Pringles,en:indonesia,,,RH 30,2340,,32,14,,,,,,,,60,4,,,,,4,,0.864,
8886467122842,Spicy Texas Style BBQ,Pringles,en:indonesia,,,,2180,,32,14,,,,,,,,60,4,,,,,4,,0.75,
8886467127021,Pringles Smokey Grilled Steak,Pringles,en:indonesia,,,,2340,,32,,,,,,,,,56,,,,,,4,,,
8888166336568,Crispy Crackers,Nissin,en:indonesia,"en:snacks,en:salty-snacks,en:sweet-snacks,en:appetizers,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,en:crackers-appetizers",,,150,,6,5,,,,,,,,21,3,,,,,2,,190,
8888166337183,Biscuit,,en:indonesia,,,,418,,1.5,0,,,,,,,,16,4,,,,,1,,0,
8888166343191,Genji Soft Pie Chocolate,"genji,monde",en:indonesia,en:soft-pie-filled-with-chocolate,,"_Wheat Flour_, _Chocolate Paste 16%_, _Margarine (Contain Antioxidant BHA and Colour Beta Carotene CI. 75130)_, Baker’s Fat (Contain Antioxidant BHA), Sugar, Salt.",2370,,16.7,0,,,,,,,0,53.3,16.7,,3.33,,,6.67,,0,
8888166343405,Pie Bis,Monde,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits",,"Tepung Terigu, Gula, Lemak Reroti Antioksidan BHA) (Mengandung Pengembang (Amonium Bikarbonat, Natrium Bikarbonat), Garam, Pengemulsi Lesitin Kedelai, Perisa Sintetik Almond INGREDIENTS Wheat Flour, Sugar, Baker's Fat (Contain Antioxidant BHA) Raising Agend (Ammonium Bicarbonate, Sodium Bicarbonate), Salt, Soya Lecithin Emulsifier Artificial Almond Flavour. Mengandung alergen, lihat daftar bahan yang dicetak tebal.",628,,6,3.5,,,,,,,,21,7,,1,,,2,,0.125,
8888166603400,Cream Crackers,,en:indonesia,,,,293,,2.5,1,,,,,,,,11,0,,0,,,1,,,
8888166603431,Superco (Malkist dengan Krim Rasa Cokelat),Khong Guan,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",en:halal,"Tepung Terigu, Gula, Lemak Nabati (mengandung antioksidan tokoferol), Cokelat Bubuk (3.7%), Tapioka, Susu Bubuk, Dekstrosa, Garam, Ekstrak Malt, Ragi, Pengembang (Amonium Bikarbonat dan Natrium Bikarbonat), Pengemulsi Lesitin Kedelai, Perisa Sintetik Vanilla.",1860,,16.7,8.33,,,,,,,,72.2,22.2,,,,,5.56,,0.444,
8888166607774,Cream crackers,,en:indonesia,,,,293,,2.5,1,,,,,,,,0,0,,,,,1,,0.25,
8888166842762,Pola Snack,Monde,en:indonesia,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:flours,en:potato-flours",en:halal,"Potato Starch, Tapioca, Wheat Flour, Baker's Fat (Contain Antioxidant Ascorbyl Palmitate and Tocopherol), Sugar, Salt, Natural Colour Caramel Class III.",160,,18,8,,,,,,,,80,8,,0,,,0,,0.8,
8888166990104,Fried Cookies,Monde,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,en:drop-cookies",,"Wheat Flour, Eggs, Sugar, Butter, Vegetable Fat, Corn Starch, Milk Powder, Salt, Leavening Agents (Ammonium Bicarbonate and Sodium Bicarbonate), Butter Flavour",1950,,15,10,,,,,,,,70,36.7,,,,,10,,0.333,
8888327831130,Gaga mie kuah,Indomie,en:indonesia,,,RH 30,1900,,16,12,,,,,,,,66.7,,,5.33,,,8,,,
8888327831178,Mie Goreng Lada Hitam,Gaga,en:indonesia,,,,1920,,18.8,,,,,,,,,62.4,7.06,,,,,10.6,,3.38,
8888900400104,Spaghettini,La Fonte,en:indonesia,,,,1530,,1.67,0.833,,,,,,,,71.7,5,,3.33,,,15,,0.0417,
8888900400111,La Fonte,"La Fonte,Indofood",en:indonesia,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:waters,en:spring-waters,en:mineral-waters,en:spaghetti",en:halal,"Semolina Gandum Durum (Mengandung Gluten) Mengandung alergen, lihat daftar bahan yang dicetak tebal.",837,,1,0,,,,,,,,40,0,,2,,,8,,0,
8888900600115,La Fonte Bolognese Sauce,La Fonte Pronto,en:indonesia,,en:halal,RH-30,1070,,2.14,0.855,,,,,,,,51.3,11.1,,6.84,,,8.55,,1.13,
8888900700006,Bolognese Beef Flavor,La Fonte,en:indonesia,,,,669,,4.67,2,,,,,,,,26.7,20,,6.67,,,2.67,,4.3,
8901058005080,Munch Max,Nestle,"en:india,en:indonesia",en:snacks,"en:vegetarian,en:green-dot-india","Sugar, Refined Wheat Flour (Maida), Hydrogenated vegetable fats, Fractionated vegetable fat, Milk solids. Cocoa solids (3.9%), Emulsifier (Soya lecithin), Raising agent (500(ii)), Yeast, lodised salt, Flour treatment agent (516), Artificial (Vanilla) flavouring substance and Nature-Identical flavouring substance.",1791,,22.8,22.4,,,,,,,0.06,50,32.2,28.8,,,,5.7,,0.21575,
8901719119248,Kismi - Assorted Toffees,Parle,en:indonesia,,,,1741,,9.2,4.3,,,,,,,,81.2,57.5,,,,,2.1,,,
8901719119279,Kaccha MANGO Bite (Bigger),Parle,en:indonesia,,,,1623,,0,0,,,,,,,,97,73,,0,,,0,,,
8904071700840,Tikha,,en:indonesia,,,,2477,,42.9,19.3,,,,,,,,39,0,,,,,12.5,,0.2,
8904071700864,Nylon Sev,,en:indonesia,en:snacks,,,90,,350,18,,,,,,,,37,0,,3,,,10,,0,
8904071700888,Roasted Poha Chivda,,en:indonesia,,,,1891,,14.5,5.4,,,,,,,,70,6.6,,,,,10.3,,,
8904071700918,Mix Farsan,,en:indonesia,,,,2469,,42.3,19,,,,,,,,38.7,2.3,,7.4,,,13.6,,0,
8904071700925,Manglori Mix,,en:indonesia,,,,2389,,35.1,14,,,,,,,,37.9,0,,,,,,,,
8904071700970,Bhel Mix,,en:indonesia,,,,2372,,37.2,15.1,,,,,,,,48.4,,,,,,,,,
8904071701090,Small Bhakarwadi,,en:indonesia,"en:snacks,en:bhakarwadi",,,1136,,15.714285714286,7.1428571428571,,,,,,,,28.571428571429,4.2857142857143,,1.4285714285714,,,4.2857142857143,,0.33928571428573,
8904071704527,Plantain Chips (Yellow Banana Chips),,en:indonesia,en:snacks,,,2241,,28.571428571429,10.714285714286,,,,,,,,64.285714285714,0,,3.5714285714286,,,3.5714285714286,,2.1964285,
8906036712196,Badam Milk Mix,Asha,en:indonesia,,,,1833,,11,,,,,,,,,74,40.8,,,,,10.7,,,
8906069405102,Cheesy Melt,Veeba,en:indonesia,,,,1649,,37.4,,,,,,,,,11.8,5.5,3.6,,,,2.6,,,
8990007550023,Cashew Milk,Arumi,en:indonesia,,,,197,,2.35,0.588,,,,,,,,5.29,2.35,,,,,1.18,,0.0574,
8990044000000,Pocky chocolate,Glico,"en:finland,en:indonesia","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits,en:chocolate-biscuits",en:halal,"Glaçage aromatisé au chocolate noir (sucre, huile de palme, émulsifiants (E492, E322 (SOJA)), cacao, LACTOSERUM en poudre (LATI), sel, arôme), farine de BLÉ (GLUTEN), sucre, agent épaississant (E1412), shortening (palmier, antioxydant (E307)), farine de BLE entier (GLUTEN), LAIT en poudre, extrait de MALT (GLUTEN), sel, arômes (beurre (antioxydant (E307)), lait), poudre à lever (E500), levure.",2093,,18,16,,,,,,,,73,32,,0,,,9.1,,0.2,
8990044000048,Pocky,Glucagon,en:indonesia,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits-and-crackers,en:biscuits",,,2092,,22,22,,,,,,,,69,31,,,,,6.30000019073486,,,
8990070927807,Crackers olive romarin bio,Casino,en:indonesia,,,,1854,,18,2.5,,,,,,,,48,1.89999997615814,,13,,,15,,,
8990071094638,Muffins aux graines,Carrefour Sensation,en:indonesia,,"en:nutriscore,en:nutriscore-grade-a",,1121,,5.5,0.600000023841858,,,,,,,,41,3.29999995231628,,4.09999990463257,,,12,,,
8990074005785,Hana Katsuo,Daikichi,en:indonesia,,en:halal,,1510,,7,3,,,,,,,,0,0,,,,,74,,0.35,
8990333822870,Choco Pie,,en:indonesia,,,,1841,,17,,,,,,,,,70,34,,,,,4,,,
8990800011196,Caramel and cream candy,Alpenliebe,en:indonesia,,,,0,,,,,,,,,,,,,,,,,,,,
8990800020013,Mentos,m,en:indonesia,,,RH. 30,1594,,3.7037037037037,3.7037037037037,,,,,,,,74.074074074074,70.37037037037,,,,,3.7037037037037,,0.46296296296298,
8991001111722,Silverqueen Chunky bar,SilverQueen,en:indonesia,,,,2300,,35,20,,,,,,,,50,40,,,,,10,,,
8991001111883,Chunky bar,,en:indonesia,,,,711,,12,4,,,,,,,,14,10,,,,,3,,4,
8991001122094,"Fruit, and nut",Delfi,en:indonesia,,,,2324,,33.3333333333333,18.5185185185185,,,,,,,,51.8518518518519,48.1481481481481,,,,,11.1111111111111,,,
8991001122346,Vegan Toasted Coconut Almond,Vanhouten,en:indonesia,,"en:vegetarian,en:vegan,en:rainforest-alliance",,490,,7.7,,,,,,,,,10.3,,,,,,1.6,,,
8991001242273,Top chocolate,TOP,en:indonesia,,,,502,,30,2,,,,,,,,24,20,,0,,,1,,,
8991001260246,Nockers,Nockers,en:indonesia,,,,628,,8,,,,,,,,,17,,,,,,3,,,
8991001302366,Dark Chocolate Chips,Ceres,en:indonesia,,,,2230,,26.7,26.7,,,,,,,,66.7,53.3,,,,,3.33,,0.0417,
8991001400031,,Van Houten,en:indonesia,,en:halal,,1670,,10,6.67,,,,,,,,53.3,,,,,,23.3,,,
8991001400086,Cocoa Powder,Windmolen,en:indonesia,,,,1670,,11.7,,,,,,,,,50,,,,,,23.3,,,
8991001400178,Hot Cocoa,Delfie,en:indonesia,,,,1841,,10,8,,,,,,,,84,68,,,,,4,,,
8991001502254,Chaca Milk Chocolate,Delfi,en:indonesia,,,,2090,,20,12.5,,,,,,,,70,65,,,,,5,,0.188,
8991001770301,Selamat Black Vanila Sandwich Wafer,Selamat,en:indonesia,,,,2090,,20,16.7,,,,,,,0,70,33.3,,3.33,,,6.67,,0.75,
8991001780225,Twister Minis,Delfi,"en:brunei,en:indonesia,en:malaysia,en:philippines,en:singapore","en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:wafers,en:stuffed-wafers,en:vanilla-stuffed-wafers",en:halal,"Sugar. Wheat Flour. Vegetable Oil Whey Powder, Cocoa Powder. Skimmed Milk Powder, Maltodextrin. Emulsifier (322 : Soy) Salt, Synthetic Vanilla Flavour",467,,16.7,,,,,,,,,73.3,40,,,,,6.67,,1.02,
8991001780645,Twister Minis Choco,Delfi,en:indonesia,,,,1950,,15,11.7,,,,,,,,76.7,40,,,,,6.67,,0.292,
8991001802125,milk chocolate compound,tulip,en:indonesia,,,,2300,,35,35,,,,,,,,55,45,,,,,5,,0.125,
8991001802132,Dark Chocolate Compound,Tulip,en:indonesia,,en:halal,,2300,,35,35,,,,,,,,60,60,,,,,5,,0,
8991002101630,ABC kopi susu,ABC,en:indonesia,,en:halal,"gula, krimer nabati ( mengandung susu), kopi bubuk ( 16, 49 % ), Susu bubuk",1810,,6.67,6.67,,,,,,,,86.7,66.7,,6.67,,,3.33,,0.0333,
8991002101975,Klepon flavored coffe,ABC,en:indonesia,,,,1840,,14,14,,,,,,,,80,60,,4,,,4,,0.15,
8991002103238,Good Day Mocacinno,Good day,en:indonesia,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:coffees,en:instant-beverages,en:instant-coffees,id:coffie",en:no-flavors,"Gula, Krimer nabati, Kopi instan, Kakao bubuk, Perisa sintetik mocacinno, Pemanis alami glikosida steviol",1880,,10,10,,,,,,,,80,65,,5,,,5,,0.05,
